Date,Address,Name,Class,Archetype,Expansion,DeckScore,Card1,Card2,Card3,Card4,Card5,Card6,Card7,Card8,Card9,Card10,Card11,Card12,Card13,Card14,Card15,Card16,Card17,Card18,Card19,Card20,Card21,Card22,Card23,Card24,Card25,Card26,Card27,Card28,Card29,Card30,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Wins,Bucket1,Bucket2
2018-09-12,https://www.heartharena.com/arena-run/dl7578,dl7578,Warrior,Classic Control,Boomsday,74.0,Omega Assembly,Cruel Taskmaster,Heroic Strike,Warpath,Deathspeaker,Earthen Ring Farseer,Eggnapper,Mindbreaker,Stoneskin Basilisk,Arathi Weaponsmith,Gentle Megasaur,Grim Necromancer,Saronite Chain Gang,Cobalt Scalebane,Corpse Raiser,Dyn-o-matic,Green Jelly,Nesting Roc,Rotten Applebaum,Bone Drake,Boulderfist Ogre,Tar Lord,Charged Devilsaur,Violet Wurm,Woecleaver,Giant Mastodon,,,,,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,,,,,12,2,High
2018-09-12,https://www.heartharena.com/arena-run/48r0eg,48r0eg,Mage,Mid-Range,Boomsday,66.4,Abusive Sergeant,Breath of Sindragosa,Worgen Infiltrator,Cloakscale Chemist,Golakka Crawler,Coldwraith,Dragonslayer,Eggnapper,Injured Blademaster,Microtech Controller,Mindbreaker,Mirror Entity,Thunder Lizard,Fire Plume Phoenix,Fireball,Hoarding Dragon,Shroom Brewer,Dragon's Fury,Guild Recruiter,Venture Co. Mercenary,Argent Commander,Frost Elemental,The Black Knight,Darkmire Moonkin,Flamestrike,Giggling Inventor,Violet Wurm,Pyroblast,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,7,1,High
2018-09-13,https://www.heartharena.com/arena-run/nf438f,nf438f,Warlock,Attrition,Boomsday,66.9,Swamp Dragon Egg,Worgen Infiltrator,Demonfire,Fallen Sun Cleric,Plated Beetle,River Crocolisk,Rockpool Hunter,Doubling Imp,Fungal Enchanter,Igneous Elemental,Tar Creeper,Explodinator,Lesser Amethyst Spellstone,Ravenous Pterrordax,Shroom Brewer,Stormwind Knight,Darkscale Healer,Rotten Applebaum,Tar Lurker,Wargear,Bone Drake,Dread Infernal,Necrotic Geist,Siphon Soul,Blazecaller,Giggling Inventor,Volcanosaur,Worgen Abomination,Sea Giant,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,10,2,High
2018-09-14,https://www.heartharena.com/arena-run/44lajq,44lajq,Warrior,Tempo,Boomsday,68.7,Argent Squire,Town Crier,Acidic Swamp Ooze,Fallen Sun Cleric,Scorp-o-matic,Warpath,Electrowright,Hench-Clan Thug,Lone Champion,Rabid Worgen,Shallow Gravedigger,Stoneskin Basilisk,Walnut Sprite,Bright-Eyed Scout,Dark Iron Dwarf,Fire Plume Phoenix,Kor'kron Elite,Swift Messenger,Arcanite Reaper,Fungalmancer,Guild Recruiter,Silver Hand Knight,Stampeding Kodo,Supercollider,Frost Elemental,Lord of the Arena,Mossy Horror,Ornery Direhorn,Stormwind Champion,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6,1,Low
2018-09-15,https://www.heartharena.com/arena-run/by0850,by0850,Warlock,Attrition,Boomsday,69.3,Glacial Shard,Gnomeferatu,Mad Bomber,Rockpool Hunter,Dragonslayer,Harvest Golem,Microtech Controller,Pumpkin Peasant,Shadow Bolt,Spring Rocket,Stoneskin Basilisk,Hellfire,Hooked Reaver,Sen'jin Shieldmasta,Shadowflame,Corrosive Sludge,Despicable Dreadlord,Fungalmancer,Nesting Roc,Rotten Applebaum,Silver Hand Knight,Stranglethorn Tiger,Sunborne Val'kyr,Mechanical Whelp,Spark Drill,Worgen Abomination,Deranged Doctor,,,,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,11,2,High
2018-09-15,https://www.heartharena.com/arena-run/38m44l,38m44l,Priest,Attrition,Boomsday,68.5,Power Word: Shield,Dead Ringer,Mad Bomber,Shadow Word: Pain,Squashling,Stubborn Gastropod,Acolyte of Agony,Extra Arms,Hench-Clan Thug,Tar Creeper,Unidentified Elixir,Walnut Sprite,Auchenai Soulpriest,Lightspawn,Shadow Madness,Tortollan Shellraiser,Corrosive Sludge,Nesting Roc,Trogg Gloomeater,Witchwood Grizzly,Damaged Stegotron,Frozen Crusher,Mechanical Whelp,Mossy Horror,Stormwind Champion,Free From Amber,Primordial Drake,Giant Mastodon,,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,10,2,High
2018-09-16,https://www.heartharena.com/arena-run/ql0672,ql0672,Druid,Mid-Range,Boomsday,70.0,Fire Fly,Amani Berserker,Mark of the Wild,Power of the Wild,Sunfury Protector,Tortollan Forager,Volatile Elemental,Acolyte of Pain,Deathspeaker,Fungal Enchanter,Ironfur Grizzly,Kaboom Bot,Shattered Sun Cleric,Tar Creeper,Walnut Sprite,Fire Plume Phoenix,Spellbreaker,Steel Rager,Bittertide Hydra,Loose Specimen,Nesting Roc,Sunborne Val'kyr,Spreading Plague,Ancient of War,Giggling Inventor,Stormwind Champion,Violet Wurm,,,,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,,,,10,2,High
2018-09-16,https://www.heartharena.com/arena-run/4996m4,4996m4,Warlock,Classic Control,Boomsday,67.9,Bloodfen Raptor,Defile,Drain Soul,Tuskarr Fisherman,Volatile Elemental,Blackwald Pixie,Dragonslayer,Drain Life,Earthen Ring Farseer,Eggnapper,Shadow Bolt,Spring Rocket,Ancient Brewmaster,Coppertail Imposter,Cursed Disciple,Shadowflame,Stegodon,Swift Messenger,Corpse Raiser,Darkscale Healer,Fungalmancer,Rotten Applebaum,Venomancer,Argent Commander,Dread Infernal,Charged Devilsaur,Deranged Doctor,Gilnean Royal Guard,Voidlord,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,5,1,Low
2018-09-16,https://www.heartharena.com/arena-run/5866wm,5866wm,Priest,Classic Control,Boomsday,68.7,Power Word: Shield,Acidic Swamp Ooze,Cloning Device,Novice Engineer,Rockpool Hunter,Shadow Word: Pain,Dragonslayer,Extra Arms,Ironforge Rifleman,Ravencaller,Shadow Word: Death,Thunder Lizard,Cult Master,Lightspawn,Sen'jin Shieldmasta,Shadow Madness,Stormwind Knight,Tol'vir Stoneshaper,Fungalmancer,Holy Nova,Nesting Roc,Cabal Shadow Priest,Mechanical Whelp,Mossy Horror,Temple Enforcer,Furious Ettin,Worgen Abomination,Gilnean Royal Guard,Giant Mastodon,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,12,2,High
2018-09-17,https://www.heartharena.com/arena-run/j505xk,j505xk,Rogue,Mid-Range,Boomsday,68.5,Hallucination,Southsea Deckhand,Acidic Swamp Ooze,Dire Wolf Alpha,Plated Beetle,Rockpool Hunter,Stubborn Gastropod,Toxicologist,Dragonslayer,Fan of Knives,Hyldnir Frostrider,Perdition's Blade,Pterrordax Hatchling,SI:7 Agent,Stonehill Defender,Violet Haze,Vryghoul,Blightnozzle Crawler,Coppertail Imposter,Sneaky Devil,Fungalmancer,Guild Recruiter,Nesting Roc,Kidnapper,Giggling Inventor,Stormwind Champion,Worgen Abomination,Bonemare,Deathwing,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,12,2,High
2018-09-18,https://www.heartharena.com/arena-run/fa5e72,fa5e72,Priest,Attrition,Boomsday,65.0,Mind Vision,Kobold Geomancer,Rockpool Hunter,Shadow Visions,Spirit Lash,Sunfury Protector,Jungle Panther,Omega Medic,Pterrordax Hatchling,Unidentified Elixir,Void Ripper,Auchenai Soulpriest,Eternal Servitude,Gnomish Inventor,Shadow Madness,Shroom Brewer,Twilight Drake,Green Jelly,Holy Nova,Silver Hand Knight,Spiteful Smith,Venomancer,Temple Enforcer,Furious Ettin,Stormwind Champion,Free From Amber,Bull Dozer,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.0,2.0,1.0,1.0,1.0,2.0,,,,6,1,Low
2018-09-18,https://www.heartharena.com/arena-run/q9z65i,q9z65i,Warrior,Classic Control,Boomsday,68.2,Glacial Shard,Omega Assembly,Cleave,Cruel Taskmaster,Doomsayer,Heroic Strike,Slam,Stubborn Gastropod,Deathspeaker,Marsh Drake,Tar Creeper,Cursed Disciple,Replicating Menace,Saronite Chain Gang,Abomination,Dyn-o-matic,Fungalmancer,Supercollider,Venomancer,Wargear,Argent Commander,Frost Elemental,Mossy Horror,Giggling Inventor,Tar Lord,Gilnean Royal Guard,,,,,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1.0,2.0,1.0,2.0,1.0,,,,,4,0,Low
2018-09-19,https://www.heartharena.com/arena-run/1l1kop,1l1kop,Warlock,Attrition,Boomsday,74.6,Acherus Veteran,Kobold Librarian,Mortal Coil,Witchwood Imp,Defile,Gnomeferatu,Stubborn Gastropod,Chittering Tunneler,Deathspeaker,Shadow Bolt,Spring Rocket,Tar Creeper,Wolfrider,Cursed Disciple,Fire Plume Phoenix,Lesser Amethyst Spellstone,Shroom Brewer,Cobalt Scalebane,Frostwolf Warlord,Fungalmancer,Omega Agent,Rotten Applebaum,Venomancer,Dread Infernal,Necrotic Geist,Giggling Inventor,Worgen Abomination,Voidlord,,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,11,2,High
2018-09-19,https://www.heartharena.com/arena-run/44u375,44u375,Rogue,Mid-Range,Boomsday,67.4,Elven Archer,Fire Fly,Cheap Shot,Cheat Death,Dire Wolf Alpha,Ravasaur Runt,Stubborn Gastropod,Toxicologist,Dragonslayer,Earthen Ring Farseer,Fan of Knives,Fungal Enchanter,Giant Wasp,Plague Scientist,Stonehill Defender,Toothy Chest,Chillwind Yeti,Fal'dorei Strider,Saronite Chain Gang,Swift Messenger,Weaponized Piñata,Bone Baron,Corpse Raiser,Rotten Applebaum,Servant of Kalimos,Frozen Crusher,Giggling Inventor,Stormwatcher,Giant Mastodon,,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,1,High
2018-09-20,https://www.heartharena.com/arena-run/pn588y,pn588y,Druid,Attrition,Boomsday,69.4,Faerie Dragon,Mad Bomber,Plated Beetle,Blackwald Pixie,Boisterous Bard,Druid of the Scythe,Fungal Enchanter,Hench-Clan Thug,Ravencaller,Walnut Sprite,Astral Tiger,Bright-Eyed Scout,Cult Master,Fire Plume Phoenix,Strongshell Scavenger,Weaponized Piñata,Corpse Raiser,Druid of the Claw,Nesting Roc,Frost Elemental,Spreading Plague,Starfire,Wyrmguard,Gilnean Royal Guard,Primordial Drake,The Lich King,Deathwing,,,,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,12,2,High
2018-09-20,https://www.heartharena.com/arena-run/l97t53,l97t53,Warrior,Classic Control,Boomsday,73.3,Fire Fly,Molten Blade,Omega Assembly,Town Crier,Wax Elemental,Bloodsail Raider,Cruel Taskmaster,Execute,Forge of Souls,Knife Juggler,Stubborn Gastropod,Fungal Enchanter,Igneous Elemental,Jungle Panther,Tar Creeper,Void Ripper,Blood Razor,Kor'kron Elite,Steel Rager,Stranglethorn Tiger,Supercollider,Ornery Direhorn,Unidentified Shield,Baron Geddon,Furious Ettin,Bonemare,Primordial Drake,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,,,,12,2,High
2018-09-21,https://www.heartharena.com/arena-run/ymj1d1,ymj1d1,Rogue,Mid-Range,Boomsday,72.3,Acherus Veteran,Hallucination,Razorpetal Lasher,Deathspeaker,Dragonslayer,Edwin VanCleef,Eggnapper,Envenom Weapon,Fungal Enchanter,Igneous Elemental,Ironfur Grizzly,Plague Scientist,Elven Minstrel,Fire Plume Phoenix,Grim Necromancer,Crazed Chemist,Nesting Roc,Stampeding Kodo,Trogg Gloomeater,Kidnapper,Mossy Horror,Corridor Creeper,Stormwind Champion,Bonemare,Onyxia,,,,,,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1.0,2.0,1.0,1.0,,,,,,12,2,High
2018-09-22,https://www.heartharena.com/arena-run/jfw2y6,jfw2y6,Rogue,Tempo,Boomsday,66.7,Backstab,Murloc Raider,Betrayal,Cheap Shot,Faerie Dragon,Ravasaur Runt,Augmented Elekk,Fan of Knives,Lone Champion,Raging Worgen,SI:7 Agent,Stoneskin Basilisk,Wolfrider,Blightnozzle Crawler,Dark Iron Dwarf,Grim Necromancer,Master of Disguise,Steel Rager,Stormwind Knight,Crazed Chemist,Green Jelly,Nesting Roc,Mossy Horror,Necrotic Geist,Furious Ettin,Stormwind Champion,Grand Archivist,Sea Giant,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,7,1,High
2018-09-22,https://www.heartharena.com/arena-run/yr0t36,yr0t36,Warlock,Classic Control,Boomsday,71.0,Curse of Weakness,Defile,Drain Soul,Faerie Dragon,Plated Beetle,Stubborn Gastropod,Chittering Tunneler,Deathspeaker,Dragonslayer,Igneous Elemental,Ironfur Grizzly,Coppertail Imposter,Lesser Amethyst Spellstone,Sen'jin Shieldmasta,Shadowflame,Shroom Brewer,Swift Messenger,Fungalmancer,Rotten Applebaum,Rusty Recycler,Tar Lurker,Dread Infernal,Siphon Soul,Blazecaller,Lord Godfrey,Volcanosaur,Giant Mastodon,Sea Giant,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,10,2,High
2018-09-22,https://www.heartharena.com/arena-run/4mq12x,4mq12x,Warrior,Classic Control,Boomsday,67.7,Molten Blade,Cleave,Execute,Mad Bomber,Wild Pyromancer,Woodcutter's Axe,Blood Knight,Dragonslayer,Earthen Ring Farseer,Tanglefur Mystic,Walnut Sprite,Gentle Megasaur,Keening Banshee,Mortal Strike,Shroom Brewer,Steel Rager,Swift Messenger,Brawl,Dyn-o-matic,Guild Recruiter,Nesting Roc,Rotten Applebaum,Trogg Gloomeater,Bone Drake,Ornery Direhorn,Tar Lord,Primordial Drake,King Mosh,,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,4,0,Low
2018-09-23,https://www.heartharena.com/arena-run/6uc5e4,6uc5e4,Druid,Attrition,Boomsday,67.6,Dire Mole,Wax Elemental,Druid of the Swarm,Faerie Dragon,Stubborn Gastropod,Tortollan Forager,Volatile Elemental,Wrath,Dragonslayer,Elder Longneck,Razorfen Hunter,Tanglefur Mystic,Fire Plume Phoenix,Ogre Magi,Shroom Brewer,Steel Rager,Weaponized Piñata,Rotten Applebaum,Starfall,Sunborne Val'kyr,Damaged Stegotron,Ancient of War,Furious Ettin,Stormwind Champion,Volcanosaur,Cenarius,Hadronox,,,,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,7,1,High
2018-09-23,https://www.heartharena.com/arena-run/6gcqmo,6gcqmo,Warrior,Classic Control,Boomsday,71.9,Town Crier,Cleave,Execute,Heroic Strike,Stubborn Gastropod,Warpath,Eggnapper,Hench-Clan Thug,Mind Control Tech,Mountainfire Armor,Rabid Worgen,Stonehill Defender,Blood Razor,Cult Master,Sen'jin Shieldmasta,Swift Messenger,Weaponized Piñata,Arcanite Reaper,Fungalmancer,Stranglethorn Tiger,Mossy Horror,Furious Ettin,Sated Threshadon,Primordial Drake,Violet Wurm,,,,,,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1.0,1.0,1.0,2.0,,,,,,12,2,High
2018-09-24,https://www.heartharena.com/arena-run/3yt63q,3yt63q,Warrior,Classic Control,Boomsday,72.3,Cruel Taskmaster,Execute,Slam,Warpath,Blood Knight,Dragonslayer,Harvest Golem,Kaboom Bot,Lone Champion,Mindbreaker,Murloc Warleader,Spring Rocket,Void Ripper,Arathi Weaponsmith,Cursed Disciple,Saronite Chain Gang,Arcanite Reaper,Big Game Hunter,Cobalt Scalebane,Dyn-o-matic,Spiteful Smith,Frost Elemental,Ornery Direhorn,Giggling Inventor,Tar Lord,Volcanosaur,Charged Devilsaur,Gilnean Royal Guard,,,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,4,0,Low
2018-09-24,https://www.heartharena.com/arena-run/20493h,20493h,Warlock,Classic Control,Boomsday,69.8,Dark Possession,Fire Fly,Kobold Librarian,Drain Soul,Loot Hoarder,Tuskarr Fisherman,Vulgar Homunculus,Dragonslayer,Giant Wasp,Spring Rocket,Tar Creeper,Toothy Chest,Coppertail Imposter,Defender of Argus,Hellfire,Stegodon,Arcane Tyrant,Despicable Dreadlord,Doomguard,Rotten Applebaum,Sunborne Val'kyr,Witchwood Grizzly,Boulderfist Ogre,Dread Infernal,Furious Ettin,Giggling Inventor,Worgen Abomination,Primordial Drake,Giant Mastodon,Sleepy Dragon,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,1,High
2018-09-24,https://www.heartharena.com/arena-run/8g2w2r,8g2w2r,Warlock,Classic Control,Boomsday,72.4,Mortal Coil,Stonetusk Boar,Rockpool Hunter,Spellshifter,Upgradeable Framebot,Vulgar Homunculus,Blackwald Pixie,Drain Life,Walnut Sprite,Dark Iron Dwarf,Saronite Chain Gang,Shadowflame,Swift Messenger,Corrosive Sludge,Despicable Dreadlord,Fungalmancer,Nesting Roc,Rusty Recycler,Boulderfist Ogre,Siphon Soul,Spark Drill,The Black Knight,Countess Ashmore,Primordial Drake,Giant Mastodon,Onyxia,,,,,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,,,,,8,1,High
2018-09-25,https://www.heartharena.com/arena-run/h854wx,h854wx,Warrior,Classic Control,Boomsday,69.6,Glacial Shard,Omega Assembly,Faerie Dragon,Slam,Warpath,Youthful Brewmaster,Fiery War Axe,Pumpkin Peasant,Raid Leader,Stonehill Defender,Thunder Lizard,Void Ripper,Arathi Weaponsmith,Grave Shambler,Kobold Monk,Swift Messenger,Nesting Roc,Bone Drake,Ornery Direhorn,Furious Ettin,Giggling Inventor,Stormwind Champion,Bonemare,Charged Devilsaur,Violet Wurm,Giant Mastodon,Sleepy Dragon,,,,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,,,2,0,Low
2018-09-25,https://www.heartharena.com/arena-run/v5kxl2,v5kxl2,Priest,Classic Control,Boomsday,67.2,Acherus Veteran,Holy Smite,Power Word: Shield,Loot Hoarder,Shadow Word: Pain,Deathspeaker,Extra Arms,Giant Wasp,Jungle Panther,Kobold Apprentice,Shadow Word: Death,Shadowform,Explodinator,Shroom Brewer,Silvermoon Guardian,Chief Inspector,E.M.P. Operative,Holy Nova,Lyra the Sunshard,Nesting Roc,Rusty Recycler,Bone Drake,Cabal Shadow Priest,Embrace Darkness,Mossy Horror,Bonemare,Free From Amber,Violet Wurm,Giant Mastodon,,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,10,2,High
2018-09-26,https://www.heartharena.com/arena-run/p821o0,p821o0,Rogue,Classic Control,Boomsday,71.3,Lab Recruiter,Loot Hoarder,Plated Beetle,Shiv,Stubborn Gastropod,Augmented Elekk,Deathspeaker,Edwin VanCleef,Envenom Weapon,Perdition's Blade,Pterrordax Hatchling,Raging Worgen,Stoneskin Basilisk,Dark Iron Dwarf,Dragonling Mechanic,Felsoul Inquisitor,Steel Rager,Nesting Roc,Rotten Applebaum,Stampeding Kodo,Vilespine Slayer,Witchwood Grizzly,Frozen Crusher,Necrotic Geist,Giggling Inventor,Volcanosaur,Worgen Abomination,Primordial Drake,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,12,2,High
2018-09-28,https://www.heartharena.com/arena-run/qsd53x,qsd53x,Warlock,Mid-Range,Boomsday,66.8,Kobold Librarian,Mortal Coil,Defile,Demonfire,Faerie Dragon,Ravasaur Runt,Upgradeable Framebot,Volatile Elemental,Blackwald Pixie,Dalaran Mage,Deathspeaker,Dragonslayer,Giant Wasp,Shadow Bolt,Stonehill Defender,Tanglefur Mystic,Hoarding Dragon,Lesser Amethyst Spellstone,Scaleworm,Shroom Brewer,Despicable Dreadlord,Fungalmancer,Nesting Roc,Rotten Applebaum,Stranglethorn Tiger,Sunborne Val'kyr,Bone Drake,Necrotic Geist,Spark Drill,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11,2,High
2018-09-29,https://www.heartharena.com/arena-run/tqdb92,tqdb92,Warlock,Classic Control,Boomsday,69.4,Mortal Coil,Acidic Swamp Ooze,Bluegill Warrior,Crazed Alchemist,Drain Soul,Mad Bomber,Plated Beetle,Stubborn Gastropod,Sunfury Protector,Fungal Enchanter,Giant Wasp,Harvest Golem,Shadow Bolt,Shattered Sun Cleric,Stonehill Defender,Void Terror,Sen'jin Shieldmasta,Shadowflame,Spellbreaker,Doomguard,Venomancer,Argent Commander,Dread Infernal,Siphon Soul,Giggling Inventor,Worgen Abomination,Giant Mastodon,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1.0,1.0,1.0,2.0,1.0,1.0,,,,5,1,Low
2018-09-29,https://www.heartharena.com/arena-run/99x85b,99x85b,Warlock,Mid-Range,Boomsday,69.6,Acherus Veteran,Amani Berserker,Bloodfen Raptor,Defile,Drain Soul,Faerie Dragon,River Crocolisk,Blackwald Pixie,Deathspeaker,Eggnapper,Flesheating Ghoul,Lone Champion,Ancient Brewmaster,Coppertail Imposter,Saronite Chain Gang,Shadowflame,Shroom Brewer,Steel Rager,Corrosive Sludge,Fungalmancer,Green Jelly,Argent Commander,Bone Drake,Dread Infernal,Frost Elemental,Siphon Soul,Bonemare,Marin the Fox,,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,9,2,High
2018-09-29,https://www.heartharena.com/arena-run/i67y6z,i67y6z,Warrior,Classic Control,Boomsday,67.6,Acherus Veteran,Cleave,Faerie Dragon,Loot Hoarder,Mad Bomber,Slam,Woodcutter's Axe,Youthful Brewmaster,Boisterous Bard,Harvest Golem,Igneous Elemental,Mountainfire Armor,Tar Creeper,Coppertail Imposter,Dark Iron Dwarf,Gnomish Inventor,Kobold Monk,Fungalmancer,Nesting Roc,Supercollider,Venomancer,Frozen Crusher,Gemstudded Golem,Giggling Inventor,Tar Lord,Charged Devilsaur,Violet Wurm,Sleepy Dragon,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,7,1,High
2018-09-30,https://www.heartharena.com/arena-run/wdpjpn,wdpjpn,Warlock,Mid-Range,Boomsday,65.2,Acherus Veteran,Crystallizer,Defile,Drain Soul,Kobold Geomancer,Mad Bomber,Tuskarr Fisherman,Bronze Gatekeeper,Dragonslayer,Eggnapper,Flesheating Ghoul,Giant Wasp,Pterrordax Hatchling,Shallow Gravedigger,Shrieking Shroom,Ancient Brewmaster,Felsoul Inquisitor,Lesser Amethyst Spellstone,Omega Defender,Shadowflame,Shroom Brewer,Corrosive Sludge,Darkscale Healer,Fungalmancer,Nesting Roc,Trogg Gloomeater,Giggling Inventor,Sated Threshadon,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,8,1,High
2018-09-30,https://www.heartharena.com/arena-run/30eo96,30eo96,Warlock,Classic Control,Boomsday,69.1,Kobold Librarian,Mortal Coil,Mana Wraith,Vicious Scalehide,Vulgar Homunculus,Deathspeaker,Earthen Ring Farseer,Eggnapper,Ironforge Rifleman,Microtech Controller,Ancient Brewmaster,Grave Shambler,Lesser Amethyst Spellstone,Shadowflame,Steel Rager,Swift Messenger,Corrosive Sludge,Feeding Time,Fungalmancer,Nesting Roc,Sunborne Val'kyr,Argent Commander,Dread Infernal,Siphon Soul,Worgen Abomination,Bonemare,Tortollan Primalist,Violet Wurm,Alexstrasza,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,0,Low
2018-10-01,https://www.heartharena.com/arena-run/06v0b9,06v0b9,Paladin,Classic Control,Boomsday,67.4,Glow-Tron,Redemption,Righteous Protector,Worgen Infiltrator,Dark Conviction,Stubborn Gastropod,Volatile Elemental,Youthful Brewmaster,Scarlet Crusader,Spring Rocket,Sword of Justice,Unidentified Maul,Hammer of Wrath,Spellbreaker,Swift Messenger,Truesilver Champion,Carnivorous Cube,Corrosive Sludge,Ghostly Charger,Shrink Ray,Venomancer,Wargear,Damaged Stegotron,Frost Elemental,Mechanical Whelp,Mossy Horror,Lay on Hands,Primordial Drake,Silver Sword,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,0,Low
2018-10-01,https://www.heartharena.com/arena-run/gtv2at,gtv2at,Rogue,Attrition,Boomsday,62.9,Acherus Veteran,Hallucination,Southsea Deckhand,Novice Engineer,Pick Pocket,Shiv,Envenom Weapon,Fan of Knives,Flesheating Ghoul,Lone Champion,Necrium Blade,Plague Scientist,Pterrordax Hatchling,Vryghoul,Gnomish Inventor,Night Howler,Saronite Chain Gang,Sneaky Devil,Crazed Chemist,Nesting Roc,Trogg Gloomeater,Bone Drake,Mossy Horror,Sunwalker,Core Hound,Violet Wurm,Alexstrasza,Sleepy Dragon,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,1,0,Low
